REF_DATE,GEO,Labour force characteristics,VALUE
2025-03,Ontario,Employment rate,60.2
2025-03,Manitoba,Employment,732.5
2025-03,Manitoba,Full-time employment,609.7
2025-03,Manitoba,Part-time employment,122.8
2025-03,Manitoba,Unemployment rate,6.0
2025-03,Manitoba,Participation rate,66.6
2025-03,Manitoba,Employment rate,62.7
2025-03,Saskatchewan,Employment,615.2
2025-03,Saskatchewan,Full-time employment,500.8
2025-03,Saskatchewan,Part-time employment,114.3
2025-03,Saskatchewan,Unemployment rate,4.9
2025-03,Saskatchewan,Participation rate,67.3
2025-03,Saskatchewan,Employment rate,64.0
2025-03,Alberta,Employment,2554.6
2025-03,Alberta,Full-time employment,2087.0
2025-03,Alberta,Part-time employment,467.6
2025-03,Alberta,Unemployment rate,7.2
2025-03,Alberta,Participation rate,68.4
2025-03,Alberta,Employment rate,63.5
2025-03,British Columbia,Employment,2944.9
2025-03,British Columbia,Full-time employment,2355.4
2025-03,British Columbia,Part-time employment,589.5
2025-03,British Columbia,Unemployment rate,6.1
2025-03,British Columbia,Participation rate,65.0
2025-03,British Columbia,Employment rate,61.1
2025-04,Newfoundland and Labrador,Employment,248.0
2025-04,Newfoundland and Labrador,Full-time employment,210.0
2025-04,Newfoundland and Labrador,Part-time employment,38.0
2025-04,Newfoundland and Labrador,Unemployment rate,9.7
2025-04,Newfoundland and Labrador,Participation rate,58.3
2025-04,Newfoundland and Labrador,Employment rate,52.7
2025-04,Prince Edward Island,Employment,93.6
2025-04,Prince Edward Island,Full-time employment,80.9
2025-04,Prince Edward Island,Part-time employment,12.7
2025-04,Prince Edward Island,Unemployment rate,7.0
2025-04,Prince Edward Island,Participation rate,65.7
2025-04,Prince Edward Island,Employment rate,61.1
2025-04,Nova Scotia,Employment,516.3
2025-04,Nova Scotia,Full-time employment,431.8
2025-04,Nova Scotia,Part-time employment,84.6
2025-04,Nova Scotia,Unemployment rate,7.2
2025-04,Nova Scotia,Participation rate,61.0
2025-04,Nova Scotia,Employment rate,56.6
2025-04,New Brunswick,Employment,400.8
2025-04,New Brunswick,Full-time employment,343.2
2025-04,New Brunswick,Part-time employment,57.6
2025-04,New Brunswick,Unemployment rate,6.9
2025-04,New Brunswick,Participation rate,59.9
2025-04,New Brunswick,Employment rate,55.7
2025-04,Quebec,Employment,4643.8
2025-04,Quebec,Full-time employment,3785.4
2025-04,Quebec,Part-time employment,858.4
2025-04,Quebec,Unemployment rate,6.0
2025-04,Quebec,Participation rate,65.3
2025-04,Quebec,Employment rate,61.4
2025-04,Ontario,Employment,8193.6
2025-04,Ontario,Full-time employment,6685.5
2025-04,Ontario,Part-time employment,1508.1
2025-04,Ontario,Unemployment rate,7.8
2025-04,Ontario,Participation rate,64.9
2025-04,Ontario,Employment rate,59.9
2025-04,Manitoba,Employment,737.1
2025-04,Manitoba,Full-time employment,613.6
2025-04,Manitoba,Part-time employment,123.5
2025-04,Manitoba,Unemployment rate,5.4
2025-04,Manitoba,Participation rate,66.5
2025-04,Manitoba,Employment rate,62.9
2025-04,Saskatchewan,Employment,617.4
2025-04,Saskatchewan,Full-time employment,506.4
2025-04,Saskatchewan,Part-time employment,110.9
2025-04,Saskatchewan,Unemployment rate,4.4
2025-04,Saskatchewan,Participation rate,67.1
2025-04,Saskatchewan,Employment rate,64.1
2025-04,Alberta,Employment,2567.5
2025-04,Alberta,Full-time employment,2099.1
2025-04,Alberta,Part-time employment,468.4
2025-04,Alberta,Unemployment rate,7.2
2025-04,Alberta,Participation rate,68.6
2025-04,Alberta,Employment rate,63.7
2025-04,British Columbia,Employment,2948.6
2025-04,British Columbia,Full-time employment,2364.8
2025-04,British Columbia,Part-time employment,583.8
2025-04,British Columbia,Unemployment rate,6.2
2025-04,British Columbia,Participation rate,65.1
2025-04,British Columbia,Employment rate,61.1
2025-05,Newfoundland and Labrador,Employment,247.4
2025-05,Newfoundland and Labrador,Full-time employment,207.4
2025-05,Newfoundland and Labrador,Part-time employment,40.0
2025-05,Newfoundland and Labrador,Unemployment rate,9.7
2025-05,Newfoundland and Labrador,Participation rate,58.2
2025-05,Newfoundland and Labrador,Employment rate,52.5
2025-05,Prince Edward Island,Employment,92.0
2025-05,Prince Edward Island,Full-time employment,79.3
2025-05,Prince Edward Island,Part-time employment,12.6
2025-05,Prince Edward Island,Unemployment rate,8.5
2025-05,Prince Edward Island,Participation rate,65.4
2025-05,Prince Edward Island,Employment rate,60.0
2025-05,Nova Scotia,Employment,526.2
2025-05,Nova Scotia,Full-time employment,437.5
2025-05,Nova Scotia,Part-time employment,88.7
2025-05,Nova Scotia,Unemployment rate,6.5
2025-05,Nova Scotia,Participation rate,61.7
2025-05,Nova Scotia,Employment rate,57.7
2025-05,New Brunswick,Employment,407.9
2025-05,New Brunswick,Full-time employment,346.7
2025-05,New Brunswick,Part-time employment,61.3
2025-05,New Brunswick,Unemployment rate,6.3
2025-05,New Brunswick,Participation rate,60.5
2025-05,New Brunswick,Employment rate,56.7
2025-05,Quebec,Employment,4629.3
2025-05,Quebec,Full-time employment,3797.4
2025-05,Quebec,Part-time employment,831.9
2025-05,Quebec,Unemployment rate,5.8
2025-05,Quebec,Participation rate,64.9
2025-05,Quebec,Employment rate,61.1
2025-05,Ontario,Employment,8198.1
2025-05,Ontario,Full-time employment,6708.8
2025-05,Ontario,Part-time employment,1489.3
2025-05,Ontario,Unemployment rate,7.9
2025-05,Ontario,Participation rate,65.0
2025-05,Ontario,Employment rate,59.9
2025-05,Manitoba,Employment,730.8
2025-05,Manitoba,Full-time employment,609.4
2025-05,Manitoba,Part-time employment,121.4
2025-05,Manitoba,Unemployment rate,5.8
2025-05,Manitoba,Participation rate,66.2
2025-05,Manitoba,Employment rate,62.3
2025-05,Saskatchewan,Employment,617.9
2025-05,Saskatchewan,Full-time employment,509.7
2025-05,Saskatchewan,Part-time employment,108.1
2025-05,Saskatchewan,Unemployment rate,4.3
2025-05,Saskatchewan,Participation rate,66.9
2025-05,Saskatchewan,Employment rate,64.1
2025-05,Alberta,Employment,2566.1
2025-05,Alberta,Full-time employment,2097.5
2025-05,Alberta,Part-time employment,468.6
2025-05,Alberta,Unemployment rate,7.4
2025-05,Alberta,Participation rate,68.6
2025-05,Alberta,Employment rate,63.5
2025-05,British Columbia,Employment,2958.7
2025-05,British Columbia,Full-time employment,2380.8
2025-05,British Columbia,Part-time employment,577.9
2025-05,British Columbia,Unemployment rate,6.5
2025-05,British Columbia,Participation rate,65.5
2025-05,British Columbia,Employment rate,61.2
2025-06,Newfoundland and Labrador,Employment,244.8
2025-06,Newfoundland and Labrador,Full-time employment,207.4
2025-06,Newfoundland and Labrador,Part-time employment,37.4
2025-06,Newfoundland and Labrador,Unemployment rate,9.6
2025-06,Newfoundland and Labrador,Participation rate,57.5
2025-06,Newfoundland and Labrador,Employment rate,52.0
2025-06,Prince Edward Island,Employment,92.0
2025-06,Prince Edward Island,Full-time employment,80.6
2025-06,Prince Edward Island,Part-time employment,11.4
2025-06,Prince Edward Island,Unemployment rate,8.5
2025-06,Prince Edward Island,Participation rate,65.4
2025-06,Prince Edward Island,Employment rate,59.7
2025-06,Nova Scotia,Employment,522.1
2025-06,Nova Scotia,Full-time employment,435.5
2025-06,Nova Scotia,Part-time employment,86.6
2025-06,Nova Scotia,Unemployment rate,6.8
2025-06,Nova Scotia,Participation rate,61.3
2025-06,Nova Scotia,Employment rate,57.2
2025-06,New Brunswick,Employment,406.2
2025-06,New Brunswick,Full-time employment,346.3
2025-06,New Brunswick,Part-time employment,59.9
2025-06,New Brunswick,Unemployment rate,7.4
2025-06,New Brunswick,Participation rate,60.9
2025-06,New Brunswick,Employment rate,56.4
2025-06,Quebec,Employment,4649.8
2025-06,Quebec,Full-time employment,3781.9
2025-06,Quebec,Part-time employment,867.9
2025-06,Quebec,Unemployment rate,6.2
2025-06,Quebec,Participation rate,65.4
2025-06,Quebec,Employment rate,61.3
2025-06,Ontario,Employment,8208.3
2025-06,Ontario,Full-time employment,6700.4
2025-06,Ontario,Part-time employment,1507.9
2025-06,Ontario,Unemployment rate,7.8
2025-06,Ontario,Participation rate,64.9
2025-06,Ontario,Employment rate,59.9
2025-06,Manitoba,Employment,738.2
2025-06,Manitoba,Full-time employment,607.9
2025-06,Manitoba,Part-time employment,130.3
2025-06,Manitoba,Unemployment rate,5.5
2025-06,Manitoba,Participation rate,66.6
2025-06,Manitoba,Employment rate,62.9
2025-06,Saskatchewan,Employment,619.8
2025-06,Saskatchewan,Full-time employment,516.9
2025-06,Saskatchewan,Part-time employment,102.9
2025-06,Saskatchewan,Unemployment rate,4.9
2025-06,Saskatchewan,Participation rate,67.5
2025-06,Saskatchewan,Employment rate,64.2
2025-06,Alberta,Employment,2598.8
2025-06,Alberta,Full-time employment,2152.8
2025-06,Alberta,Part-time employment,446.0
2025-06,Alberta,Unemployment rate,6.8
2025-06,Alberta,Participation rate,68.8
2025-06,Alberta,Employment rate,64.1
2025-06,British Columbia,Employment,2960.6
2025-06,British Columbia,Full-time employment,2362.0
2025-06,British Columbia,Part-time employment,598.5
2025-06,British Columbia,Unemployment rate,5.7
2025-06,British Columbia,Participation rate,64.9
2025-06,British Columbia,Employment rate,61.2
2025-07,Newfoundland and Labrador,Employment,245.7
2025-07,Newfoundland and Labrador,Full-time employment,206.5
2025-07,Newfoundland and Labrador,Part-time employment,39.2
2025-07,Newfoundland and Labrador,Unemployment rate,10.6
2025-07,Newfoundland and Labrador,Participation rate,58.3
2025-07,Newfoundland and Labrador,Employment rate,52.1
2025-07,Prince Edward Island,Employment,92.9
2025-07,Prince Edward Island,Full-time employment,80.7
2025-07,Prince Edward Island,Part-time employment,12.2
2025-07,Prince Edward Island,Unemployment rate,8.6
2025-07,Prince Edward Island,Participation rate,65.8
2025-07,Prince Edward Island,Employment rate,60.2
2025-07,Nova Scotia,Employment,525.5
2025-07,Nova Scotia,Full-time employment,438.6
2025-07,Nova Scotia,Part-time employment,86.9
2025-07,Nova Scotia,Unemployment rate,6.9
2025-07,Nova Scotia,Participation rate,61.8
2025-07,Nova Scotia,Employment rate,57.5
2025-07,New Brunswick,Employment,407.2
2025-07,New Brunswick,Full-time employment,342.2
2025-07,New Brunswick,Part-time employment,65.0
2025-07,New Brunswick,Unemployment rate,7.5
2025-07,New Brunswick,Participation rate,61.1
2025-07,New Brunswick,Employment rate,56.5
2025-07,Quebec,Employment,4635.0
2025-07,Quebec,Full-time employment,3783.4
2025-07,Quebec,Part-time employment,851.5
2025-07,Quebec,Unemployment rate,5.5
2025-07,Quebec,Participation rate,64.6
2025-07,Quebec,Employment rate,61.0
2025-07,Ontario,Employment,8216.3
2025-07,Ontario,Full-time employment,6726.9
2025-07,Ontario,Part-time employment,1489.4
2025-07,Ontario,Unemployment rate,7.8
2025-07,Ontario,Participation rate,65.0
2025-07,Ontario,Employment rate,59.9
2025-07,Manitoba,Employment,741.5
2025-07,Manitoba,Full-time employment,608.2
2025-07,Manitoba,Part-time employment,133.3
2025-07,Manitoba,Unemployment rate,5.5
2025-07,Manitoba,Participation rate,66.8
2025-07,Manitoba,Employment rate,63.1
2025-07,Saskatchewan,Employment,623.0
2025-07,Saskatchewan,Full-time employment,517.9
2025-07,Saskatchewan,Part-time employment,105.1
2025-07,Saskatchewan,Unemployment rate,5.1
2025-07,Saskatchewan,Participation rate,67.9
2025-07,Saskatchewan,Employment rate,64.4
2025-07,Alberta,Employment,2579.0
2025-07,Alberta,Full-time employment,2107.9
2025-07,Alberta,Part-time employment,471.1
2025-07,Alberta,Unemployment rate,7.9
2025-07,Alberta,Participation rate,69.0
2025-07,Alberta,Employment rate,63.5
2025-07,British Columbia,Employment,2952.4
2025-07,British Columbia,Full-time employment,2343.6
2025-07,British Columbia,Part-time employment,608.7
2025-07,British Columbia,Unemployment rate,6.0
2025-07,British Columbia,Participation rate,64.8
2025-07,British Columbia,Employment rate,61.0
2025-08,Newfoundland and Labrador,Employment,242.3
2025-08,Newfoundland and Labrador,Full-time employment,202.3
2025-08,Newfoundland and Labrador,Part-time employment,40.0
2025-08,Newfoundland and Labrador,Unemployment rate,10.7
2025-08,Newfoundland and Labrador,Participation rate,57.5
2025-08,Newfoundland and Labrador,Employment rate,51.4
2025-08,Prince Edward Island,Employment,94.2
2025-08,Prince Edward Island,Full-time employment,82.2
2025-08,Prince Edward Island,Part-time employment,11.9
2025-08,Prince Edward Island,Unemployment rate,8.0
2025-08,Prince Edward Island,Participation rate,66.3
2025-08,Prince Edward Island,Employment rate,61.0
2025-08,Nova Scotia,Employment,523.9
2025-08,Nova Scotia,Full-time employment,434.5
2025-08,Nova Scotia,Part-time employment,89.4
2025-08,Nova Scotia,Unemployment rate,6.5
2025-08,Nova Scotia,Participation rate,61.3
2025-08,Nova Scotia,Employment rate,57.3
2025-08,New Brunswick,Employment,402.1
2025-08,New Brunswick,Full-time employment,341.0
2025-08,New Brunswick,Part-time employment,61.0
2025-08,New Brunswick,Unemployment rate,7.7
2025-08,New Brunswick,Participation rate,60.4
2025-08,New Brunswick,Employment rate,55.7
2025-08,Quebec,Employment,4642.8
2025-08,Quebec,Full-time employment,3768.4
2025-08,Quebec,Part-time employment,874.4
2025-08,Quebec,Unemployment rate,5.9
2025-08,Quebec,Participation rate,64.9
2025-08,Quebec,Employment rate,61.1
2025-08,Ontario,Employment,8190.3
2025-08,Ontario,Full-time employment,6746.3
2025-08,Ontario,Part-time employment,1444.0
2025-08,Ontario,Unemployment rate,7.7
2025-08,Ontario,Participation rate,64.7
2025-08,Ontario,Employment rate,59.7
2025-08,Manitoba,Employment,736.6
2025-08,Manitoba,Full-time employment,604.1
2025-08,Manitoba,Part-time employment,132.5
2025-08,Manitoba,Unemployment rate,5.8
2025-08,Manitoba,Participation rate,66.5
2025-08,Manitoba,Employment rate,62.6
2025-08,Saskatchewan,Employment,620.3
2025-08,Saskatchewan,Full-time employment,515.7
2025-08,Saskatchewan,Part-time employment,104.6
2025-08,Saskatchewan,Unemployment rate,4.8
2025-08,Saskatchewan,Participation rate,67.3
2025-08,Saskatchewan,Employment rate,64.1
2025-08,Alberta,Employment,2568.7
2025-08,Alberta,Full-time employment,2124.0
2025-08,Alberta,Part-time employment,444.7
2025-08,Alberta,Unemployment rate,8.2
2025-08,Alberta,Participation rate,68.8
2025-08,Alberta,Employment rate,63.2
2025-08,British Columbia,Employment,2935.4
2025-08,British Columbia,Full-time employment,2334.1
2025-08,British Columbia,Part-time employment,601.3
2025-08,British Columbia,Unemployment rate,6.3
2025-08,British Columbia,Participation rate,64.7
2025-08,British Columbia,Employment rate,60.6
2025-09,Newfoundland and Labrador,Employment,241.0
2025-09,Newfoundland and Labrador,Full-time employment,205.9
2025-09,Newfoundland and Labrador,Part-time employment,35.1
2025-09,Newfoundland and Labrador,Unemployment rate,10.5
2025-09,Newfoundland and Labrador,Participation rate,57.1
2025-09,Newfoundland and Labrador,Employment rate,51.1
2025-09,Prince Edward Island,Employment,93.1
2025-09,Prince Edward Island,Full-time employment,80.2
2025-09,Prince Edward Island,Part-time employment,12.9
2025-09,Prince Edward Island,Unemployment rate,9.5
2025-09,Prince Edward Island,Participation rate,66.6
2025-09,Prince Edward Island,Employment rate,60.2
2025-09,Nova Scotia,Employment,524.6
2025-09,Nova Scotia,Full-time employment,436.5
2025-09,Nova Scotia,Part-time employment,88.1
2025-09,Nova Scotia,Unemployment rate,6.2
2025-09,Nova Scotia,Participation rate,61.1
2025-09,Nova Scotia,Employment rate,57.3
2025-09,New Brunswick,Employment,405.8
2025-09,New Brunswick,Full-time employment,343.1
2025-09,New Brunswick,Part-time employment,62.7
2025-09,New Brunswick,Unemployment rate,7.9
2025-09,New Brunswick,Participation rate,61.0
2025-09,New Brunswick,Employment rate,56.2
2025-09,Quebec,Employment,4633.9
2025-09,Quebec,Full-time employment,3788.3
2025-09,Quebec,Part-time employment,845.6
2025-09,Quebec,Unemployment rate,5.7
2025-09,Quebec,Participation rate,64.6
2025-09,Quebec,Employment rate,61.0
2025-09,Ontario,Employment,8200.2
2025-09,Ontario,Full-time employment,6797.4
2025-09,Ontario,Part-time employment,1402.8
2025-09,Ontario,Unemployment rate,7.9
2025-09,Ontario,Participation rate,64.8
2025-09,Ontario,Employment rate,59.7
2025-09,Manitoba,Employment,739.4
2025-09,Manitoba,Full-time employment,613.4
2025-09,Manitoba,Part-time employment,126.0
2025-09,Manitoba,Unemployment rate,6.2
2025-09,Manitoba,Participation rate,66.9
2025-09,Manitoba,Employment rate,62.7
2025-09,Saskatchewan,Employment,619.8
2025-09,Saskatchewan,Full-time employment,517.3
2025-09,Saskatchewan,Part-time employment,102.5
2025-09,Saskatchewan,Unemployment rate,6.0
2025-09,Saskatchewan,Participation rate,68.0
2025-09,Saskatchewan,Employment rate,63.9
2025-09,Alberta,Employment,2608.5
2025-09,Alberta,Full-time employment,2139.3
2025-09,Alberta,Part-time employment,469.2
2025-09,Alberta,Unemployment rate,7.7
2025-09,Alberta,Participation rate,69.3
2025-09,Alberta,Employment rate,64.0
2025-09,British Columbia,Employment,2943.5
2025-09,British Columbia,Full-time employment,2333.8
2025-09,British Columbia,Part-time employment,609.7
2025-09,British Columbia,Unemployment rate,6.4
2025-09,British Columbia,Participation rate,64.9
2025-09,British Columbia,Employment rate,60.7
2025-10,Newfoundland and Labrador,Employment,245.2
2025-10,Newfoundland and Labrador,Full-time employment,207.2
2025-10,Newfoundland and Labrador,Part-time employment,38.0
2025-10,Newfoundland and Labrador,Unemployment rate,10.2
2025-10,Newfoundland and Labrador,Participation rate,57.8
2025-10,Newfoundland and Labrador,Employment rate,51.9
2025-10,Prince Edward Island,Employment,93.5
